0,4.002072187
0.001,4.002405082
0.002,4.002493502
0.003,4.002666675
0.004,4.002988364
0.005,4.003233494
0.006,4.003268018
0.007,4.003444413
0.008,4.003659407
0.009,4.003850283
0.01,4.003823716
0.011,4.003943804
0.012,4.004015047
0.013,4.004029661
0.014,4.00390942
0.015,4.003957094
0.016,4.003656433
0.017,4.00346293
0.018,4.00326507
0.019,4.003327868
0.02,4.00337799
0.021,4.003329037
0.022,4.00295019
0.023,4.00271011
0.024,4.002480671
0.025,4.002400533
0.026,4.002173143
0.027,4.001866421
0.028,4.001599315
0.029,4.001290161
0.03,4.001234088
0.031,4.000911281
0.032,4.000574618
0.033,4.000150026
0.034,3.999650148
0.035,3.99932321
0.036,3.998853561
0.037,3.998316831
0.038,3.998033326
0.039,3.997580107
0.04,3.997070477
0.041,3.996629936
0.042,3.996045953
0.043,3.995566061
0.044,3.995180055
0.045,3.994748237
0.046,3.994314175
0.047,3.993708042
0.048,3.993290831
0.049,3.992671626
0.05,3.992113697
0.051,3.991454467
0.052,3.990944991
0.053,3.990576705
0.054,3.989876455
0.055,3.989300417
0.056,3.988621988
0.057,3.987979685
0.058,3.9872923
0.059,3.986633411
0.06,3.98621862
0.061,3.985652459
0.062,3.984965769
0.063,3.984263843
0.064,3.983754636
0.065,3.982865455
0.066,3.982208861
0.067,3.981475861
0.068,3.98081978
0.069,3.979933289
0.07,3.979023529
0.071,3.978398026
0.072,3.977752749
0.073,3.976878315
0.074,3.976237197
0.075,3.975451545
0.076,3.974497874
0.077,3.973642621
0.078,3.972585529
0.079,3.971853691
0.08,3.971052243
0.081,3.969870302
0.082,3.968893583
0.083,3.96797515
0.084,3.966870898
0.085,3.965980095
0.086,3.964877687
0.087,3.964057417
0.088,3.962926334
0.089,3.961828369
0.09,3.960901037
0.091,3.959782081
0.092,3.958612342
0.093,3.957409177
0.094,3.956368224
0.095,3.955178166
0.096,3.953919264
0.097,3.95269404
0.098,3.951523661
0.099,3.950088471
0.1,3.948846622
0.101,3.947688726
0.102,3.946419836
0.103,3.945217548
0.104,3.943980072
0.105,3.942652725
0.106,3.941358866
0.107,3.939740229
0.108,3.938733348
0.109,3.937384932
0.11,3.936004702
0.111,3.934649703
0.112,3.933543061
0.113,3.932304607
0.114,3.930911252
0.115,3.929572613
0.116,3.928172075
0.117,3.926814535
0.118,3.925470096
0.119,3.924152278
0.12,3.92264591
0.121,3.921122828
0.122,3.919607919
0.123,3.918206464
0.124,3.916912448
0.125,3.915358899
0.126,3.913738758
0.127,3.912215395
0.128,3.910639423
0.129,3.909079651
0.13,3.907408281
0.131,3.905672084
0.132,3.904083518
0.133,3.902416994
0.134,3.900628618
0.135,3.898835095
0.136,3.897099954
0.137,3.895281002
0.138,3.893603751
0.139,3.891716814
0.14,3.889904907
0.141,3.887880264
0.142,3.886176134
0.143,3.884330813
0.144,3.882418024
0.145,3.880369873
0.146,3.878501873
0.147,3.876708807
0.148,3.874994763
0.149,3.873073824
0.15,3.871023935
0.151,3.869028434
0.152,3.867211299
0.153,3.865195365
0.154,3.86304119
0.155,3.861333781
0.156,3.859282738
0.157,3.857461782
0.158,3.855613707
0.159,3.853689643
0.16,3.851919933
0.161,3.849986077
0.162,3.848166545
0.163,3.846174836
0.164,3.844355449
0.165,3.842435816
0.166,3.840506105
0.167,3.838627508
0.168,3.836785701
0.169,3.834860792
0.17,3.832999379
0.171,3.831224464
0.172,3.829190308
0.173,3.827088825
0.174,3.824888144
0.175,3.822904081
0.176,3.820900906
0.177,3.818823596
0.178,3.816789895
